,Unnamed: 0,en,cn,ar,pos,cn_split
1006,1007,I'd like the beef.,我要牛肉。,,sent,我要 牛肉 。
1007,1008,I'd like to book a double room.,下星期二我想订一个双人房间。,,sent,下 星期二 我想订 一个 双人 房间 。
1008,1009,I'd like to cancel a reservation.,我想取消预订。,,sent,我 想 取消 预订 。
1009,1010,I'd like to cancel my order.,我要取消我的点餐。,,sent,我要 取消 我 的 点餐 。
1010,1011,I'd like to check in.,我要办理登记手续。,,sent,我要 办理 登记手续 。
1011,1012,I'd like to get * seats on a flight to *.,我想订*张到*的机票。,,vp,我想订 * 张到 * 的 机票 。
1012,1013,I'd like to have a seat by the window.,我想要一个靠窗的座位。,,sent,我 想要 一个 靠窗 的 座位 。
1013,1014,I'd like to introduce *.,我来介绍一下*。,,vp,我来 介绍 一下 * 。
1014,1015,I'd like to make a reservation.,我想预订房间。,,sent,我 想 预订 房间 。
1015,1016,I'd like to rent a car.,我想租车,أريد ايجار سيارة.,sent,我 想 租车
1016,1017,I'd like to reserve a room.,我想订一间房。,,sent,我想订 一间 房 。
1017,1018,I'd like to reserve some rooms for a tourist party.,我想为一个旅游团订一些房间。,,sent,我 想 为 一个 旅游团 订 一些 房间 。
1018,1019,I'd like to see to your manager.,我要见你们经理。,,sent,我要 见 你们 经理 。
1019,1020,I'd like to take the first available flight.,我想乘第一班飞机。,,sent,我 想 乘 第一班 飞机 。
1020,1021,I'd like to take the rest home.,我想把剩下的打包回家。,,sent,我 想 把 剩下 的 打包 回家 。
1021,1022,I'd like you to meet a friend of mine.,我想让你见见我的朋友,,sent,我 想 让 你 见见 我 的 朋友
1022,1023,I'll ask the chef to explain to you.,我会请主厨来向您解释。,,sent,我会 请 主厨 来 向 您 解释 。
1023,1024,I'll be right back with your order.,我会立即为您送上餐点。,,sent,我会 立即 为 您 送 上 餐点 。
1024,1025,I'll bring you another one.,我会给你另外拿来一份。,,sent,我会 给 你 另外 拿来 一份 。
1025,1026,I'll call the police.,我会叫警察。,سأتصل بالشرطة‏ ‎.,sent,我会 叫 警察 。
1026,1027,I'll change it immediately.,我会立即更换。,,sent,我会 立即 更换 。
1027,1028,I'll check if we have vacancy.,我看看是否还有空位。,,sent,我 看看 是否 还有 空位 。
1028,1029,I'll check it for you at once.,我马上为您查询。,,sent,我 马上 为 您 查询 。
1029,1030,I'll check your order with the chef.,我会和厨师查对您点的菜。,,sent,我会 和 厨师 查对 您 点 的 菜 。
1030,1031,I'll find a table for you.,我会为您找一张桌子。,,sent,我会 为 您 找 一张 桌子 。
1031,1032,I'll get some medicine for you right away.,我马上去给你拿些药来。,,sent,我 马上 去 给 你 拿些 药来 。
1032,1033,I'll get there by date *.,我会在*日之前到达。,,vp,我会 在 * 日 之前 到达 。
1033,1034,"I'll have a coke, please.",请给我一杯可乐。,,sent,请 给 我 一杯 可乐 。
1034,1035,"I'll have a glass of lemonade. More ice,please.",我要一杯柠檬汁，请多放一点冰块。,,sent,我要 一杯 柠檬汁 ， 请多放 一点 冰块 。
1035,1036,I'll have the chef prepare another one.,我会请厨师准备另一份。,,sent,我会 请 厨师 准备 另 一份 。
1036,1037,I'll hurry. Please wait a moment.,我会快点的，请稍等一会儿。,,sent,我会 快点 的 ， 请稍等 一会儿 。
1037,1038,I'll log in to the Internet to find out about you. I know your address.,我还是上因特网去看吧。我知道你们的网址。,,sent,我 还是 上 因特网 去 看吧 。 我 知道 你们 的 网址 。
1038,1039,I'll need an economy ticket with an open return.,我要经济舱，回程时间不定的来回票。,,sent,我要 经济舱 ， 回程 时间 不定 的 来回票 。
1039,1040,I'll return your suggestion to the chef.,我会向主厨反应你的意见。,,sent,我会 向 主厨 反应 你 的 意见 。
1040,1041,I'll see about your order.,我这就去看看你点的菜。,,sent,我 这 就 去 看看 你 点 的 菜 。
1041,1042,I'll send this back to the kitchen and get you a new one.,我会把它送回厨房，换拿给您为一份新的。,,sent,我会 把 它 送回 厨房 ， 换 拿给 您 为 一份 新 的 。
1042,1043,I'll show you to your table.,我来带您到餐桌。,,sent,我来 带 您 到 餐桌 。
1043,1044,I'll tell the kitchen to prepare a new one for you.,我会告诉厨房为您再做一份新的。,,sent,我会 告诉 厨房 为 您 再 做 一份 新 的 。
1044,1045,I'll try to hurry things up.,我会催促快些。,,sent,我会 催促 快些 。
1045,1046,I'll wait.,我等一下吧。,,sent,我 等 一下 吧 。
1046,1047,I'm * years old.,我今年*岁了。,,vp,我 今年 * 岁 了 。
1047,1048,I'm a vegetarian.,我吃素的。,أنا نباتي.,sent,我 吃素 的 。
1048,1049,I'm afraid all our tables are taken.,恐怕我们所有的桌子都被占用着。,,sent,恐怕 我们 所有 的 桌子 都 被 占用 着 。
1049,1050,I'm afraid I'll miss my connecting flight.,我会赶不上我下一段的班机了。,,sent,我会 赶不上 我下 一段 的 班机 了 。
1050,1051,I'm afraid it's overweight.,恐怕超重了。,,sent,恐怕 超重 了 。
1051,1052,I'm afraid our hotel is fully booked on that night.,本店那晚恐怕已经登记满了。,,sent,本店 那晚 恐怕 已经 登记 满 了 。
1052,1053,I'm afraid that area is under preparation.,恐怕那一区还在准备中。,,sent,恐怕 那一区 还 在 准备 中 。
1053,1054,I'm afraid that table is reserved for * p.m.,恐怕那张桌子晚上*点以后被预定了。,,vp,恐怕 那张 桌子 晚上 * 点 以后 被 预定 了 。
1054,1055,I'm afraid there is a mistake.,恐怕出错了吧。,,sent,恐怕 出错 了 吧 。
1055,1056,I'm afraid We don't have it in stock.,恐怕已经没有存货了。,,sent,恐怕 已经 没有 存货 了 。
1056,1057,I'm afraid we have no cocktails now.,现在恐怕没有鸡尾酒了。,,sent,现在 恐怕 没有 鸡尾酒 了 。
1057,1058,I'm afraid we have no more time to wait.,我想我们没时间再等了。,,sent,我 想 我们 没 时间 再 等 了 。
1058,1059,I'm afraid we're out of that item.,恐怕那种货已经卖完了。,,sent,恐怕 那种 货 已经 卖完 了 。
1059,1060,I'm feeling kind of airsick.,我觉得晕机了。,,sent,我 觉得 晕机 了 。
1060,1061,"I'm fine, thank you.","很好, 谢谢。",بخير، شكرا لك.,sent,"很 好 ,   谢谢 。"
1061,1062,I'm finished.,我完成了。,لقد انتهيت.,sent,我 完成 了 。
1062,1063,I'm going to have one waitress to serve you.,我去安排一个服务员过来。,,sent,我 去 安排 一个 服务员 过来 。
1063,1064,I'm in a hurry.,我要赶时间。,,sent,我要 赶时间 。
1064,1065,I'm looking for *.,我在找*,أبحث عن *.,vp,我 在 找 *
1065,1066,I'm lost.,我迷路了。,أنا تائه.,sent,我 迷路 了 。
1066,1067,I'm not feeling well.,我不舒服,أنا لست على ما يرام.,sent,我 不 舒服
1067,1068,I'm not happy about the dish.,我对这菜不满意。,,sent,我 对 这 菜 不 满意 。
1068,1069,I'm not hungry.,我不饿。,,sent,我 不 饿 。
1069,1070,I'm not interested.,我没有兴趣。,أنا لست مهتم.,sent,我 没有 兴趣 。
1070,1071,I'm not sure.,我不确定。,,sent,我 不 确定 。
1071,1072,I'm not sure. Maybe.,我不确定，也许。,,sent,我 不 确定 ， 也许 。
1072,1073,I'm not very happy with the quality of the food here.,我对这里的饭菜质量非常的不满意。,,sent,我 对 这里 的 饭菜 质量 非常 的 不 满意 。
1073,1074,I'm sick.,我生病了。,انا مريض.,sent,我 生病 了 。
1074,1075,I'm sorry to say that I have to cancel it.,我很抱歉，我不得不取消这个预定。,,sent,我 很 抱歉 ， 我 不得不 取消 这个 预定 。
1075,1076,"I'm sorry, but there are no window seats available.",很抱谦，没有靠窗的座位了。,,sent,很 抱谦 ， 没有 靠窗 的 座位 了 。
1076,1077,I'm sorry.,对不起。,أنا آسف.,sent,对不起 。
1077,1078,I'm very sorry for the mistake.,很抱歉搞错了。,,sent,很 抱歉 搞错 了 。
1078,1079,I'm very sorry to have kept you waiting.,很抱歉让您一直等着。,,sent,很 抱歉 让 您 一直 等 着 。
1079,1080,"I'm very sorry, Sir, but we are unable to do that. We would appreciate it very much if you could call us instead.",先生，非常抱歉，我们不能那样做，如果您能打电话来，我们将会非常感激。,,sent,先生 ， 非常 抱歉 ， 我们 不能 那样 做 ， 如果 您 能 打电话 来 ， 我们 将会 非常感激 。
1080,1081,I'm waiting for my luggage.,我在等我的行李。,,sent,我 在 等 我 的 行李 。
1081,1082,I'm with *.,我现在跟*在一起,أنا مع *.,vp,我 现在 跟 * 在 一起
1082,1083,I've been injured.,我受伤了。,إنني مصاب.,sent,我 受伤 了 。
1083,1084,I've been waiting for a long time but nobody came to serve me.,我们已经等了很长时间了，但没人来为我们服务。,,sent,我们 已经 等 了 很 长时间 了 ， 但 没人来 为 我们 服务 。
1084,1085,I've been waiting half an hour for my order.,从我点餐到现在等了半个小时了。,,sent,从 我点 餐到 现在 等 了 半个 小时 了 。
1085,1086,I've checked with the kitchen.,我已经与厨房检查过了。,,sent,我 已经 与 厨房 检查 过 了 。
1086,1087,I've lost *.,我的*不见了,أنا فقدت *.,vp,我 的 * 不见 了
1087,1088,I've made a reservation at your restaurant.,我已经在你们餐厅预订过了。,,sent,我 已经 在 你们 餐厅 预订 过 了 。
1088,1089,ice tongs,冰夹,,np,冰 夹
1089,1090,iced banana americano,香蕉冰美式,,np,香蕉冰 美式
1090,1091,iced blackberry latte,黑莓冰咖啡拿铁,,np,黑莓 冰 咖啡 拿 铁
1091,1092,iced cafe americano,冰美式咖啡,,np,冰 美式 咖啡
1092,1093,iced cafe latte,冰拿铁咖啡,,np,冰拿铁 咖啡
1093,1094,iced cappuccino,冰卡布奇诺,,np,冰 卡布奇诺
1094,1095,iced caramel cappuccino,冰焦糖卡布奇诺,,np,冰 焦糖 卡布奇诺
1095,1096,iced caramel latte,冰焦糖咖啡拿铁,,np,冰 焦糖 咖啡 拿 铁
1096,1097,iced cherry latte,樱桃冰咖啡拿铁,,np,樱桃 冰 咖啡 拿 铁
1097,1098,iced chocolate coffee,巧克力冰咖啡,,np,巧克力 冰 咖啡
1098,1099,iced coconut latte,椰子冰咖啡拿铁,,np,椰子 冰 咖啡 拿 铁
1099,1100,iced coffee,冰咖啡,,np,冰 咖啡
1100,1101,iced espresso,浓缩冰咖啡,,np,浓缩 冰 咖啡
1101,1102,iced fruit cappuccino,果味冰卡布奇诺,,np,果味 冰 卡布奇诺
1102,1103,iced fruit latte,冰果味咖啡拿铁,,np,冰 果味 咖啡 拿 铁
1103,1104,iced hazelnut cappuccino,冰榛子卡布奇诺,,np,冰 榛子 卡布奇诺
1104,1105,iced hazelnut latte,冰榛子咖啡拿铁,,np,冰 榛子 咖啡 拿 铁
1105,1106,iced vanilla cappuccino,冰香草卡布奇诺,,np,冰 香草 卡布奇诺
1106,1107,iced vanilla latte,冰香草咖啡拿铁,,np,冰 香草 咖啡 拿 铁
1107,1108,Iceland,冰岛,أيسلندا,np,冰岛
1108,1109,id card,身份证,,np,身份证
1109,1110,"If you can't come back within a month, we won't keep it for you.",如果一个月之内，您不来领的话，我们将不再替您保存。,,sent,如果 一个月 之内 ， 您 不来领 的话 ， 我们 将 不再 替 您 保存 。
1110,1111,"If you don't like the taste of it, perhaps I could get you something else?",如果您不喜欢这口味，或许我给你换成其他的?,,sent,如果 您 不 喜欢 这 口味 ， 或许 我 给 你 换成 其他 的 ?
1111,1112,"If You Forget To Pack Any Standard Toiletry Item（Toothbrush, Toothpaste, Shaving Cream, Razor Or Comb）, Just Call The Front Desk And We'll Get You A Complimentary Repacement Right Away.",如果您忘了把洗漱物品打入您的包裹（如牙刷，牙膏，剃须膏，剃须刀或梳子），请给前台电话，我们可以立即提供赠送替代品。,,sent,如果 您 忘 了 把 洗漱 物品 打入 您 的 包裹 （ 如 牙刷 ， 牙膏 ， 剃须 膏 ， 剃须刀 或 梳子 ） ， 请 给 前台 电话 ， 我们 可以 立即 提供 赠送 替代品 。
1112,1113,ilyusin,依柳辛,,np,依柳辛
1113,1114,in,英寸,,np,英寸
1114,1115,In aisle *.,在第*通道。,,vp,在 第 * 通道 。
1115,1116,In whose name was the reservation?,用谁的名字预订的?,,sent,用 谁 的 名字 预订 的 ?
1116,1117,In-Flight.,飞行中。,,sent,飞行 中 。
1117,1118,in-job training,在职培训,,np,在职 培训
1118,1119,In-Room Coffee Maker.,室内咖啡机。,,sent,室内 咖啡机 。
1119,1120,Including breakfast and room service.,包括早餐和服务费。,,sent,包括 早餐 和 服务费 。
1120,1121,India,印度,الهند,np,印度
1121,1122,Indonesia,印度尼西亚,أندونيسيا,np,印度尼西亚
1122,1123,Indoor Swimming Pools.,室内泳池。,,sent,室内 泳池 。
1123,1124,industrious,勤奋的,,np,勤奋 的
1124,1125,Information,问询处/咨询台,,sent,问询处 / 咨询台
1125,1126,information,问讯处,,np,问讯处
1126,1127,ingenious,有独创性的,,np,有 独创性 的
1127,1128,ingredients,配料,,np,配料
1128,1129,inquiries,问讯处,,np,问讯处
1129,1130,Insert Or Swipe Key.,将钥匙卡插入或擦过处理机。,,sent,将 钥匙卡 插入 或 擦 过 处理机 。
1130,1131,inspection,检查,,np,检查
1131,1132,instant coffee,速溶咖啡,,np,速溶 咖啡
1132,1133,intern,实习生,,np,实习生
1133,1134,international airport,国际机场,,np,国际 机场
1134,1135,international departure,国际航班出港,,np,国际航班 出港
1135,1136,international flight,国际班机,,np,国际 班机
1136,1137,international passenger lobby,国际旅客候机厅,,np,国际 旅客 候机厅
1137,1138,International Passenger Lobby.,国际旅客候机厅。,,sent,国际 旅客 候机厅 。
1138,1139,international passengers,国际航班旅客,,np,国际航班 旅客
1139,1140,international terminal,国际候机楼,,np,国际 候机楼
1140,1141,intersection,交界,تقاطع,np,交界
1141,1142,Introducing High-Speed Internet Access.,高速上网介绍。,,sent,高速 上网 介绍 。
1142,1143,iodized salt,加碘盐,,np,加碘盐
1143,1144,Iran,伊朗,إيران,np,伊朗
1144,1145,Iraq,伊拉克,العراق,np,伊拉克
1145,1146,Ireland,爱尔兰,أيرلندا,np,爱尔兰
1146,1147,Is breakfast included?,包含早餐吗？,هل يتضمن ذلك الإفطار؟,sent,包含 早餐 吗 ？
1147,1148,Is insurance included?,包含保险吗？,هل هذا شامل التأمين؟,sent,包含 保险 吗 ？
1148,1149,Is it a direct flight?,是直飞航班吗?,,sent,是 直飞 航班 吗 ?
1149,1150,Is it free of charge?,续杯是免费的吗?,,sent,续杯 是 免费 的 吗 ?
1150,1151,Is it open on *?,*对外开放吗？,هل هو مفتوح *؟,vp,* 对外开放 吗 ？
1151,1152,Is it possible for you to change your reservation date?,你可不可以改变预约日期呢?,,sent,你 可不可以 改变 预约 日期 呢 ?
1152,1153,Is the supermarket open today?,超市今天开门吗?,,sent,超市 今天 开门 吗 ?
1153,1154,Is there * around here?,附近有没有*,هل هناك * قريب؟,vp,附近 有没有 *
1154,1155,Is there * you recommend?,你有推介的*吗？,هل هناك * تنصحني به؟,vp,你 有 推介 的 * 吗 ？
