,Unnamed: 0,en,cn,ar,pos
2301,2302,When is the boarding time?,什么 时候 登机 呢 ?,,sent
2302,2303,When is the plane due?,飞机 什么 时候 着陆 ?,,sent
2303,2304,When shall I come to pick up the ticket?,我 什么 时候 来 取票 ?,,sent
2304,2305,When will the connecting flight take off?,衔接 的 航班 什么 时候 起飞 ?,,sent
2305,2306,"When You Talk, We Listen.",我们 随时 倾听 您 的 意见 。,,sent
2306,2307,When?,什么 时候 ？,متى؟,sent
2307,2308,Where are our dishes?,我们 的 菜 在 那儿 呢 ?,,sent
2308,2309,Where are the dairy products?,乳制品 在 哪儿 ?,,sent
2309,2310,Where are the shopping baskets?,购物篮 在 哪里 ?,,sent
2310,2311,Where are you from?,你 从 哪里 来 的 ？,من أين أنت؟,sent
2311,2312,Where are you taking me?,你 带我去 哪里 ？,إلى أين أنت آخذني؟,sent
2312,2313,Where can I find *?,哪里 有 * ?,أين يمكنني أن أجد؟,vp
2313,2314,Where can I find a baggage trolley?,哪里 有 行李 推车 。,,sent
2314,2315,Where can I find the diary products?,乳制品 在 哪儿 ?,,sent
2315,2316,Where can I get a baggage trolley?,我 在 哪儿 能 得到 行李车 ?,,sent
2316,2317,Where can I get a traveler's check changed?,我 在 哪里 可以 兑换 这个 旅行支票 ？,أين يمكنني أن أصرّف شيك سياحي؟,sent
2317,2318,Where can I get money changed?,我要 在 哪里 换钱 ？,أين يمكنني أن أصرّف بعض المال؟,sent
2318,2319,Where can I put my baggage?,我 的 行李 放 哪儿 呢 ?,,sent
2319,2320,Where do I board the plane?,我 在 哪儿 登机 ?,,sent
2320,2321,Where do I go to catch my connecting flight?,我要 去 哪里 赶 衔接 的 航班 ?,,sent
2321,2322,Where do I pick up the ticket?,我 去 什么 地方 拿 机票 ?,,sent
2322,2323,Where do we get tickets?,哪里 买 车票 ？,أين يمكننا أن نحصل على تذاكر؟,sent
2323,2324,Where do you work?,你 在 哪里 工作 ?,,sent
2324,2325,Where does it hurt?,哪里 痛 ？,أين يؤلمك؟,sent
2325,2326,Where does this bus go?,这辆 巴士 去 哪里 ？,أين تذهب هذه الحافلة؟,sent
2326,2327,Where does this train go?,这列 火车 去 哪里 ？,أين يذهب هذا القطار؟,sent
2327,2328,Where is an ATM?,提款机 在 哪里 ？,أين توجد آلة الصرف الآلي؟,sent
2328,2329,Where is it on the map?,在 地图 上 的 哪里 ？,أين تقع على الخريطة؟,sent
2329,2330,Where is my seat?,我 的 座位 在 哪儿 ?,,sent
2330,2331,Where is seat *?,* 号 座位 在 哪儿 ?,,vp
2331,2332,Where is the * Airlines transfer desk?,* 航的 转机 柜台 在 哪里 ?,,vp
2332,2333,Where is the *?,* 在 哪里 ？,أين ال*؟,vp
2333,2334,Where is the baggage claim area?,行李 领取 处在 哪儿 ?,,sent
2334,2335,Where is the bathroom?,洗手间 在 哪里 ？,أين الحمام؟,sent
2335,2336,Where is the boarding gate for this flight?,这班 飞机 的 登机口 在 哪儿 ?,,sent
2336,2337,Where is the bus to *?,到 * 的 巴士 在 哪 ？,أين الحافلة المتجهة إلى *؟,vp
2337,2338,Where is the check-in counter for * Airlines?,请问 * 航空公司 办理 登机 手续 的 柜台 在 哪里 ?,,vp
2338,2339,Where is the fruit and vegetable section?,水果 蔬菜 区 在 哪里 ?,,sent
2339,2340,Where is the gate?,登机口 在 哪儿 ?,,sent
2340,2341,Where is the lavatory?,请问 洗手间 在 哪里 ?,,sent
2341,2342,Where is the toilet?,厕所 在 哪里 ？,أين الحمام؟,sent
2342,2343,Where is the train to *?,到 * 的 火车 在 哪 ？,أن القطار المتجه إلى *؟,vp
2343,2344,Where is the transfer desk?,转机 柜台 在 哪儿 ?,,sent
2344,2345,Where would you like to go for dinner?,你 想 在 哪儿 吃饭 呢 ?,,sent
2345,2346,Where would you prefer to sit?,你 喜欢 坐在 哪里 ?,,sent
2346,2347,Where?,哪里 ？,اين؟,sent
2347,2348,Where's the meat counter?,肉 柜台 在 哪里 ?,,sent
2348,2349,Which aisle are the canned goods at?,罐头 产品 在 哪条 通道 ?,,sent
2349,2350,Which date would you that be?,要订 在 哪个 日期 ?,,sent
2350,2351,Which direction?,哪个 方向 ？,بأي اتجاه؟,sent
2351,2352,Which is the movie channel?,哪个 是 电影频道 ?,,sent
2352,2353,Which restaurant do you recommend?,你 推荐 哪家 餐厅 呢 ?,,sent
2353,2354,Which station are we at?,我们 在 哪 一站 ？,نحن في أي محطة؟,sent
2354,2355,"Which would you like for dinner, beef, chicken or fish?",晚餐 想 吃 牛肉 、 鸡肉 还是 鱼 ?,,sent
2355,2356,"Which would you prefer, first class or economy?",你 喜欢 哪 种 ， 头等舱 还是 经济舱 ?,,sent
2356,2357,Whirlpool,热水 漩涡 池,,sent
2357,2358,whiskey,威士忌,شراب الويسكي,np
2358,2359,white,白色,أبيض,adj
2359,2360,white wine,白酒,نبيذ أبيض,np
2360,2361,Who?,谁 ？,من؟,sent
2361,2362,Why do you like coffee shop?,你 为什么 喜欢 咖啡店 ?,,sent
2362,2363,Why does this happen to me when I am on the plane? I feel bad.,为什么 在 飞机 上会 有 这种 感觉 ?   我 感觉 很 难受 。,,sent
2363,2364,Why don't you wrap his steak up?,你 为什么 不 打包 他 的 牛排 ?,,sent
2364,2365,Why is it taking so long for the food to arrive?,为什么 上餐 要 这么久 ?,,sent
2365,2366,Why is it taking so long?,为什么 会 这么久 ?,,sent
2366,2367,Why?,为什么 ？,لماذا؟,sent
2367,2368,wife,妻子,,np
2368,2369,Wifi Is Available In Public Area In The Hotel.,在 酒店 的 公共场所 可以 登陆 无线 英特网 。,,sent
2369,2370,Will there be any change in your room type? Your reservation is for a twin room.,您 需要 变化 你 的 房间 类型 吗 ？ 你 预定 的 是 一间 双人床 的 。,,sent
2370,2371,Will this be a one-way trip?,您 要 单程票 吗 ?,,sent
2371,2372,Will this table be all right?,这张 桌行 吗 ?,,sent
2372,2373,Will you give me some discount on tickets?,机票 能 给 我 折扣 吗 ?,,sent
2373,2374,Will you please put your suitcase and that box on the belt?,请 把 你 的 手提箱 和 那个 盒子 放在 传送带 上 好 吗 ?,,sent
2374,2375,Windsor,温莎,ويندسور,np
2375,2376,wineglass,酒杯,,np
2376,2377,Winnipeg,温尼伯,وينيبيغ,np
2377,2378,wipe your shoes and boots,请 擦 去 鞋 上 的 泥土,,np
2378,2379,women,女人,نساء,np
2379,2380,women's bathroom,女厕,,np
2380,2381,work,工作,عمل,np
2381,2382,work experience,工作 经历,,np
2382,2383,worker,工人,,np
2383,2384,Would it be possible for us to trade seats?,我们 可以 交换 座位 吗 ?,,sent
2384,2385,Would you like a cup of tea or coffee?,要 茶 还是 咖啡 呢 ?,,sent
2385,2386,Would you like a high chair for your baby?,您 想要 一个 高脚 椅给 婴儿 吗 ?,,sent
2386,2387,Would you like me to bring a baby chair?,您 需要 我拿个 婴儿 椅 吗 ?,,sent
2387,2388,Would you like some cream in your coffee?,你 的 咖啡 要 加点 奶油 吗 ?,,sent
2388,2389,Would you like some tea or coffee?,喝茶 还是 喝咖啡 ？,,sent
2389,2390,Would you like the smoking or non-smoking section?,您 喜欢 吸烟区 还 是非 吸烟区 ?,,sent
2390,2391,Would you mind hurrying?,你们 能 快点 吗 ?,,sent
2391,2392,Would you mind waiting until one is free?,您 介意 等 一下 空 出 桌子 吗 ?,,sent
2392,2393,Would you please bring me a knife and fork?,能 给 我 拿 副 刀叉 吗 ?,,sent
2393,2394,Would you please help me to get my boarding pass?,可以 帮 我 换 登机牌 吗 ?,,sent
2394,2395,Would you please make my reservation to * for tomorrow?,请 帮 我 预订 明天 去 * 的 机票 好 吗 ?,,vp
2395,2396,Would you please serve a little quicker?,能 上菜 快点 吗 ?,,sent
2396,2397,Would you please show me your ticket and boarding pass?,请 出示 一下 你 的 机票 和 登机牌 好 吗 ?,,sent
2397,2398,"Would you please tell me your name, telephone and ID number?",能 告诉 我 你 的 名字 、 手机号 和 身份证 号码 吗 ?,,sent
2398,2399,Would you prefer a window seat or an aisle seat?,你 想要 一个 靠窗 的 位子 ， 还是 靠 过 道 的 ?,,sent
2399,2400,Would you prefer sitting inside or outside?,您 比较 喜欢 做 里面 还是 外面 ?,,sent
2400,2401,Would you take a seat over there and I will call you when a table is free?,您 能 在 那边 的 座位 上 等 一下 ， 当 有空 桌时 我会 通知 您好 吗 ?,,sent
2401,2402,"Wrap the steak up for him, so he'll take it with.",打包 这份 牛排 ， 他 要 带走 。,,sent
2402,2403,wrist,手腕,معصم,np
2403,2404,writing paper,纸,ورق للكتابة,np
2404,2405,Wuhan,武汉,ووهان,np
2405,2406,Yangon,仰光,يانجون,np
2406,2407,Yeah.,是 的 。,نعم.,vp
2407,2408,year,年,,np
2408,2409,yellow,黄色,أصفر,adj
2409,2410,Yemen,也门,اليمن,np
2410,2411,"Yes, I'll check to see if there's any space left.",好 ， 我查 查看 还有 没有 剩余 位置 。,,sent
2411,2412,"Yes, please.",是 ， 谢谢,نعم من فضلك,sent
2412,2413,"Yes, sir. How can I help you?",来 了 ， 先生 。 有 什么 需要 帮忙 的 ?,,sent
2413,2414,"Yes, there is.",有 的 。,,sent
2414,2415,"Yes, we do. They're right in front of you.",有 的 ， 就 在 你 面前 。,,sent
2415,2416,Yes.,是,نعم.,sent
2416,2417,yesterday,昨天,البارحة,np
2417,2418,yield,让路,ينتج,vp
2418,2419,you,你,أنت,np
2419,2420,you (p),你们,أنتم,np
2420,2421,You are welcome. Please press the button when you need any help.,不 客气 。 如果 需要 什么 帮助 ， 请 按 按钮 。,,sent
2421,2422,You can also turn down the air-conditioner.,你 还 可以 调小 空调 。,,sent
2422,2423,You can either take out something or pay the excess baggage charge.,您 可以 把 一些 东西 拿 出来 ， 或者 付 行李 超重 费 。,,sent
2423,2424,You can go to the flight connection counter.,您 可以 去 转机 柜台 。,,sent
2424,2425,You can place the baggage under the seat in front of you.,您 可以 将 行李 放在 前面 的 座位 下面 。,,sent
2425,2426,You can surf the Internet while enjoying your coffee.,你 在 品尝 咖啡 的 时候 可以 浏览 网络 。,,sent
2426,2427,You can take some airsick pills.,您 可以 吃点 晕机 药 。,,sent
2427,2428,You can take your baggage now.,您 可以 拿 行李 了 。,,sent
2428,2429,You can't have any liquid with you.,您 不能 携带 任何 液体 。,,sent
2429,2430,You can't take it with you into the aircraft.,您 不能 把 它 带上 飞机 。,,sent
2430,2431,You have a lot of baggage.,您 有 好多 行李 。,,sent
2431,2432,You have a problem with your attitude.,你 的 态度 有 问题 。,,sent
2432,2433,You have to be there * hours before departure time.,你 要 在 飞机 起飞前 两个 小时 到达 那里 。,,vp
2433,2434,You have to be there half an hour before departure time.,你 应该 在 飞机 起飞 之前 半个 小时 到 那 。,,sent
2434,2435,You look familiar.,你 看起来 很 眼熟 。,,sent
2435,2436,You look like one of my friends.,你 看起来 像 我 的 一个 朋友 。,,sent
2436,2437,You look like someone I know.,你 看起来 像 我 认识 的 一个 人 。,,sent
2437,2438,You may check in at the self-service kiosk area in zones *,你 可以 在 G 和 H 区 自助 服务 亭 办理 登机 手续 。,,vp
2438,2439,You may choose from the fish and beef.,你 可以 选择 鱼 或者 是 牛肉 。,,sent
2439,2440,You may feel much better if you chew some gum or peanuts.,如果 嚼 点 口香糖 或 花生 会 感觉 舒服些 。,,sent
2440,2441,You may go now. Please take your things.,你 可以 走 了 ， 带好 你 的 东西 。,,sent
2441,2442,You may look at the menu first and decide what you like to have.,请 先 看看 菜单 再 决定 点 什么 菜 。,,sent
2442,2443,You must be tired after such a long flight.,经过 长途飞行 后 你 一定 累 了 。,,sent
2443,2444,You need to transfer at *.,你 需要 在 * 转机 。,,vp
2444,2445,You should have a sign. That way people could identify which are organic and which aren't.,你们 应该 要 有 标识 ， 让 顾客 知道 哪些 是 有机 蔬菜 ， 那些 不是 。,,sent
2445,2446,You'll be boarding at Gate *,请 将 在 * 号 登机 门 登机 。,,vp
2446,2447,You'll have to get there by * at the latest.,最 晚 * 到 。,,vp
2447,2448,You're cheating me.,你 在 骗 我 。,أنت تغشني,sent
2448,2449,You're welcome.,不 客气 。,على الرحب والسعة,sent
2449,2450,younger brother,弟弟,,np
2450,2451,younger sister,妹妹,,np
2451,2452,Your baggage is overweight.,你 的 行李 超重 了 。,,sent
2452,2453,Your Comfort Is Our Priority.,您 的 满意 就是 我们 的 宗旨 。,,sent
2453,2454,Your dishes are ready.,您 的 菜 准备 好 了 。,,sent
2454,2455,Your flight number is *。,您 的 航班号 是 B * 。,,vp
2455,2456,Your food is being cooked. I'm afraid it's too late to cancel it.,你 的 食物 正在 做 ， 恐怕 取消 太晚 了 。,,sent
2456,2457,Your hat and scart can be hung here.,您 的 帽子 和 围巾 可以 挂 在 这儿 。,,sent
2457,2458,Your luggage will be trasferred to your next plane.,您 的 行李 将会 转到 下 一班 飞机 上 。,,sent
2458,2459,Your meal is on the house.,你 的 餐点 由 饭店 出钱 。,,sent
2459,2460,"Your meal, we're really sorry for the delay.",你 的 菜 ， 我们 真的 很 抱歉 耽搁 了 。,,sent
2460,2461,Your seat is confirmed on flight number * leaving at *。,您 的 机位 以 确定 ， 航班号 为 * ， * 起飞 。,,vp
2461,2462,Your seat is in the middle of the cabin.,您 的 座位 在 客舱 的 中部 。,,sent
2462,2463,Your staff was rude.,你 的 工作人员 很 粗鲁 。,,sent
2463,2464,Your ticket is in order now.,您 的 机票 现在 完全 办妥 了 。,,sent
2464,2465,youth hostel,青年 旅馆,بيوت الشباب,np
2465,2466,Zagreb,萨格勒布,زغرب,np
2466,2467,Zambia,赞比亚,زامبيا,np
2467,2468,zero,零,صفر,num
2468,2469,Zimbabwe,津巴布韦,زيمبابوي,np
2469,2470,Zurich,苏黎世,زيوريخ,np
