,en,cn,ar,pos
1043,I'm afraid we have no more time to wait.,我想我们没时间再等了。,أنا أخشى أننا لا نملك أي وقت متبقى للانتظار,sent
1044,I'm afraid we're out of that item.,恐怕那种货已经卖完了。,أنا أخشى أن هذا قد انقضى من مخزوننا,sent
1045,I'm feeling kind of airsick.,我觉得晕机了。,أنا أشعر بداور الجو قليلاً,sent
1046,"I'm fine, thank you.","很好, 谢谢。",بخير، شكرا لك.,sent
1047,I'm finished.,我完成了。,لقد انتهيت.,sent
1048,I'm going to have one waitress to serve you.,我去安排一个服务员过来。,سوف أجعل نادل يخدمك,sent
1049,I'm in a hurry.,我要赶时间。,أنا في عجلة من أمري,sent
1050,I'm looking for *.,我在找*,أبحث عن *.,vp
1051,I'm lost.,我迷路了。,أنا تائه.,sent
1052,I'm not feeling well.,我不舒服,أنا لست على ما يرام.,sent
1053,I'm not happy about the dish.,我对这菜不满意。,أنا لست سعيداً حيال هذا الطبق,sent
1054,I'm not hungry.,我不饿。,أنا لست جائع,sent
1055,I'm not interested.,我没有兴趣。,أنا لست مهتم.,sent
1056,I'm not sure.,我不确定。,أنا لست متأكداً,sent
1057,I'm not sure. Maybe.,我不确定，也许。,أنا لست متأكد. ربما.,sent
1058,I'm not very happy with the quality of the food here.,我对这里的饭菜质量非常的不满意。,أنا لست سعيداًً جداً حيال جودة الطعام هنا.,sent
1059,I'm sick.,我生病了。,انا مريض.,sent
1060,I'm sorry to say that I have to cancel it.,我很抱歉，我不得不取消这个预定。,أنا آسف اضطررت أن ألغيه,sent
1061,"I'm sorry, but there are no window seats available.",很抱谦，没有靠窗的座位了。,أنا آسف لكن لا يوجد أي مقاعد قرب النافذة متوفرة,sent
1062,I'm sorry.,对不起。,أنا آسف.,sent
1063,I'm very sorry for the mistake.,很抱歉搞错了。,أنا آسف جداً على هذا الخطأ,sent
1064,I'm very sorry to have kept you waiting.,很抱歉让您一直等着。,أنا آسف جداًً لإبقائك منتظراً,sent
1065,"I'm very sorry, Sir, but we are unable to do that. We would appreciate it very much if you could call us instead.",先生，非常抱歉，我们不能那样做，如果您能打电话来，我们将会非常感激。,أنا آسف جدا سيدي لكننا لسنا قابلين على فعل ذلك. سنكون مقدرين إذا أمكنك الاتصال بنا بدل ذلك.,sent
1066,I'm waiting for my luggage.,我在等我的行李。,أنا أنتظر أمتعتي,sent
1067,I'm with *.,我现在跟*在一起,أنا مع *.,vp
1068,I've been injured.,我受伤了。,إنني مصاب.,sent
1069,I've been waiting for a long time but nobody came to serve me.,我们已经等了很长时间了，但没人来为我们服务。,لقد انقضى وقت طويل لكن لم يأت أحد لخدمتي,sent
1070,I've been waiting half an hour for my order.,从我点餐到现在等了半个小时了。,إنني منتظر لنصف ساعة لطلبي,sent
1071,I've checked with the kitchen.,我已经与厨房检查过了。,لقد تأكدت مع المطبخ,sent
1072,I've lost *.,我的*不见了,أنا فقدت *.,vp
1073,I've made a reservation at your restaurant.,我已经在你们餐厅预订过了。,لقد قمت بحجز لدى مطعمك,sent
1074,ice tongs,冰夹,ملقط الثلج,np
1075,iced cafe americano,冰美式咖啡,قهوة أميريكانو مثلجة,np
1076,iced cafe latte,冰拿铁咖啡,قهوة أميريكانو مثلجة,np
1077,iced cappuccino,冰卡布奇诺,كابوتشينو مثلج,np
1078,iced chocolate coffee,巧克力冰咖啡,قهوة الشكولاته مثلجة,np
1079,iced coffee,冰咖啡,قهوة مثلجة,np
1080,iced espresso,浓缩冰咖啡,إسبريسو مثلج,np
1081,iced vanilla latte,冰香草咖啡拿铁,لاتيه فانيليا مثلج,np
1082,Iceland,冰岛,أيسلندا,np
1083,ID card,身份证,,np
1084,"If you can't come back within a month, we won't keep it for you.",如果一个月之内，您不来领的话，我们将不再替您保存。,إذا لا يمكنك العودة بغضون شهر، لا يمكننا إبقاؤها لك.,sent
1085,"If you don't like the taste of it, perhaps I could get you something else?",如果您不喜欢这口味，或许我给你换成其他的?,إذا لايعجبك طعمه، يمكنني إحضارك شيئاً آخر,sent
1086,"If You Forget To Pack Any Standard Toiletry Item（Toothbrush, Toothpaste, Shaving Cream, Razor Or Comb）, Just Call The Front Desk And We'll Get You A Complimentary Repacement Right Away.",如果您忘了把洗漱物品打入您的包裹（如牙刷，牙膏，剃须膏，剃须刀或梳子），请给前台电话，我们可以立即提供赠送替代品。,إذا نسيت إحضار أي من أدوات العناية الشخصية الأساسية (فرشاة أسنان، معجون أسنان، كريم حلاقة، شفرة حلاقة، أو مشط). فقط اتصل على المكتب الرئيسي وسنحضر لك بديل مجاني في الحال.,sent
1087,inch,英寸,بوصة,np
1088,In aisle *.,在第*通道。,في المرر *.,vp
1089,In whose name was the reservation?,用谁的名字预订的?,باسم من كان الحجز؟,sent
1090,In-Flight.,飞行中。,على متن الطائرة,sent
1091,in-job training,在职培训,تدريب أثناء العمل,np
1092,In-Room Coffee Maker.,室内咖啡机。,صانع القهوة داخل الغرفة,sent
1093,Including breakfast.,包括早餐。,بما في ذلك الإفطار.,sent
1094,India,印度,الهند,np
1095,Indonesia,印度尼西亚,أندونيسيا,np
1096,Indoor Swimming Pools.,室内泳池。,حوض سباحة داخلي,sent
1097,industrious,勤奋的,مجد,np
1098,Information,问询处/咨询台,معلومات,sent
1099,ingenious,有独创性的,مبتكر,np
1100,ingredients,配料,مكونات,np
1101,inquiries,问讯处,استفسارات,np
1102,Insert Or Swipe Key.,将钥匙卡插入或擦过处理机。,أدخل أو مرر المفتاح,sent
1103,inspection,检查,تفتيش,np
1104,instant coffee,速溶咖啡,قهوة فورية,np
1105,intern,实习生,متدرب,np
1106,international airport,国际机场,مطار دولي,np
1107,international departure,国际航班出港,إقلاع دولي,np
1108,international flight,国际班机,رحلة دولية,np
1109,international passenger lobby,国际旅客候机厅,ردهة المسافرين الدوليين,np
1110,international passengers,国际航班旅客,المسافرين الدوليين,np
1111,international terminal,国际候机楼,المبنى الدولي,np
1112,intersection,交界,تقاطع,np
1113,Introducing High-Speed Internet Access.,高速上网介绍。,تعريف اتصال بإنترنت عالي السرعة,sent
1114,iodized salt,加碘盐,ملح معالج باليود,np
1115,Iran,伊朗,إيران,np
1116,Iraq,伊拉克,العراق,np
1117,Ireland,爱尔兰,أيرلندا,np
1118,Is breakfast included?,包含早餐吗？,هل يتضمن ذلك الإفطار؟,sent
1119,Is insurance included?,包含保险吗？,هل هذا شامل التأمين؟,sent
1120,Is it a direct flight?,是直飞航班吗?,هل هذه رحلة مباشرة؟,sent
1121,Is it free of charge?,续杯是免费的吗?, هل هذا مجاني؟ /هل هذه مجانية؟,sent
1122,Is it open on *?,*对外开放吗？,هل هو مفتوح *؟,vp
1123,Is it possible for you to change your reservation date?,你可不可以改变预约日期呢?,هل يمكن لك أن تغير تاريخ حجزك؟,sent
1124,Is the * open today?,*今天开门吗?,هل * مفتوح اليوم؟,vp
1125,Is there * around here?,附近有没有*,هل هناك * قريب؟,vp
1126,Is there * you recommend?,你有推介的*吗？,هل هناك * تنصحني به؟,vp
1127,Is there a cafe near by?,请问附近有没有咖啡店？,هل هناك مقهى قريب من هنا؟,sent
1128,Is there a group discount?,有没有团体折扣？,هل هناك خصم للمجموعات؟,sent
1129,Is there a local specialty?,有没有当地特色？,هل هناك تخصص محلي؟,sent
1130,Is there a student discount?,有没有学生优惠？,هل هناك خصم للطلاب؟,sent
1131,Is there another flight available?,现在还有别的班机可以坐吗?,هل هناك رحلة أخرى متوفرة؟,sent
1132,Is there anything else to do before flight time?,在起飞前还有其他手续要办吗?,هل هناك شي آخر لأفعله قبل موعد الرحلة؟,sent
1133,Is there anywhere I can leave luggage?,有没有地方让我放行李？,هل هناك مكان أترك فيه أغراضي؟,sent
1134,Is there someone here who speaks English?,这里有人会说英语吗？,هل هناك أحد يتحدث الانجليزية؟,sent
1135,Is there table service?,有没有餐桌服务？,هل هناك خدمة طاولات؟,sent
1136,Is this seat *?,这个座位是*吗?,هل هذا المقعد *؟,vp
1137,Is this seat free?,这里有人坐吗？,هل هذا المقعد خالى؟,sent
1138,Is this table all right?,这张桌子可以吗?,هل هذه الطاولة مناسبة لك؟,sent
1139,Is this the right counter to check in at?,是在这儿检票吗?,هل هذا الشباك الصحيح لتسجيل الدخول؟,sent
1140,Islamabad,伊斯兰堡,اسلام اباد,np
1141,Israel,以色列,إسرائيل,np
1142,Istanbul,伊斯坦布尔,اسطنبول,np
1143,It doesn't matter. This one will do.,没关系，那就这张吧。,لا يهم. هذا جيد.,sent
1144,It hurts here.,这里很痛,أشعر بالألم هنا.,sent
1145,It is a prohibited item.,这是违禁品。,هذا شيء محظور,sent
1146,It is at the entrance.,就在入口处。,إنه عند المدخل,sent
1147,It is nine in the morning.,现在是早上9点钟。,هي التاسعة صباحاً,sent
1148,It is very hard to find a seat in this restaurant in the evening.,晚上在这家餐厅很难找到座位。,إنه صعب جداً إيجاد مقعد في هذا المطعم هذا المساء,sent
1149,It seems that this food has gone bad.,这道菜好像坏了。,,sent
1150,It was a misunderstanding.,这是误会。,كان سوء تفاهم,sent
1151,It was delicious.,很好吃。,كان لذيذ‏ ‎,sent
1152,It was nice meeting you.,认识你很高兴。,أنا سعيد بلقائك,sent
1153,It's * dollars per night.,每晚*元。,انها * دولار في الليلة.,vp
1154,It's * kilos.,*公斤。,انها * كيلو.,vp
1155,* per kilo.,*每公斤。,* لكل كيلوغرام,vp
1156,It's a green suitcase with wheels.,它是有轮子的绿色行李箱。,إنها حقيبة خضراء بعجلات,sent
1157,It's all right.,很好。,لا بأس,sent
1158,It's an emergency.,这是紧急情况。,إنها حالة طارئة.,sent
1159,It's at the end of this aisle.,在这条通道的尽头。,إنه في نهاية هذا الممر,sent
1160,It's boarding now.,现在正在登机。,إنه يُصَعِّد الركاب الآن,sent
1161,It's okay.,没关系。,لا بأس,sent
1162,It's over there next to the window.,就在那里，靠窗的那一个。,إنه هنا بجانب النافذة,sent
1163,It's pleasure to meet you.,很高兴认识(遇见)你。,انه لمن دواعي سروري أن ألتقي بك,sent
1164,It's uncomfortable.,不舒服。,إنه غير مريح.,sent
1165,Italy,意大利,إيطاليا,np
1166,itchy,痒,يحكك,adj
1167,Ivory Coast,象牙海岸,ساحل العاج,np
1168,Jaipur,斋浦尔,جايبور,np
1169,Jakarta,雅加达,جاكرتا,np
1170,jam,果酱,مربى,np
1171,Jamaica,牙买加,جامايكا,np
1172,January,一月,يناير,np
1173,Japan,日本,اليابان,np
1174,Jerusalem,耶路撒冷,بيت المقدس,np
1175,jet aircraft,喷气式飞机,طائرة نفاثة,np
1176,jetway,飞机跑道,جسر جوي,np
1177,jobless,无业,بلا وظيفة,np
1178,Johannesburg,约翰内斯堡,جوهانسبرج,np
1179,Jordan,约旦,الأردن,np
1180,juice,果汁,عصير,np
1181,juice glass,果汁杯,كأس عصير,np
1182,July,七月,يوليو,np
1183,June,六月,يونيو,np
1184,Just a minute and I'll see if there are any flights.,请等一下，让我看看是否有航班。,دقيقة من فضلك، سأري إذا كان هناك أي رحلات.,sent
1185,Just a minute. Let me check.,请等一下，让我看看。,دقيقة من فضلك، دعني أتأكد.,sent
1186,"Just a monent,please. Let me check for you.",请稍等，我来为您查一下。,لحظة من فضلك. دعني أتأكد لك.,sent
